p_QNLEACHgl,gridID,1 Irrigated,2 Rainfed
35234 I58413,I58413,1.5,-11.25
35235 I58415,I58415,-2.14,-14.69
35236 I58416,I58416,10.16,-8.29
35237 I58417,I58417,10.03,-9.33
35238 I58418,I58418,10.97,-6.86
35239 I58420,I58420,-6.21,-20.72
35240 I58421,I58421,-6.02,-13.66
35241 I58422,I58422,-1.19,-10.67
35242 I58424,I58424,2.06,-15.81
35243 I58425,I58425,-2.03,-18.04
35244 I58426,I58426,0.26,-15.2
35245 I58427,I58427,-2.15,-17.75
35246 I58428,I58428,-2.08,-18.96
35247 I58429,I58429,2.43,-15.14
35248 I58430,I58430,-0.66,-16.91
35249 I58431,I58431,-2.7,-17.95
35250 I58432,I58432,-0.34,-17.64
35251 I58433,I58433,1.9,-18.34
35252 I58434,I58434,4.64,-15.1
35253 I58435,I58435,2.25,-17.93
35254 I58436,I58436,0.26,-19.09
35255 I58437,I58437,4.1,-15.94
35256 I58438,I58438,-9.77,-16.86
35257 I58440,I58440,-5.93,-17.55
35258 I58441,I58441,-12.38,-18.18
35259 I58442,I58442,-6.91,-17.18
35260 I58443,I58443,-4.84,-13.08
35261 I58444,I58444,-5.82,-20.43
35262 I58445,I58445,-3.56,-19.9
35263 I58446,I58446,-1.64,-13.66
35264 I58447,I58447,-12.26,-19.47
35265 I58448,I58448,-4.17,-21.35
35266 I58449,I58449,-5.14,-16.16
35267 I58450,I58450,-6.74,-17.92
35268 I58451,I58451,-13.44,-20.98
35269 I58452,I58452,-6.89,-17.42
35270 I58453,I58453,-7.52,-17.91
35271 I58454,I58454,-8.75,-16.67
35272 I58455,I58455,-2.85,-17.83
35273 I58456,I58456,-4.19,-28.89
35274 I58457,I58457,-9.36,-24.57
35275 I58458,I58458,-3.92,-19.27
35276 I58459,I58459,-0.43,-16.48
35277 I58460,I58460,-3.79,-18.79
35278 I58461,I58461,-3.88,-27.43
35279 I58462,I58462,-4.3,-27.5
35280 I58463,I58463,-0.59,-20.92
35281 I58464,I58464,1.6,-18.3
35282 I58465,I58465,0.36,-19.27
35283 I58466,I58466,0.63,-17.86
35284 I58467,I58467,0.86,-18.24
35285 I58468,I58468,4.32,-15.14
35286 I58469,I58469,1.9,-18.96
35287 I58470,I58470,-2.43,-19.82
35288 I58471,I58471,1.19,-14.52
35289 I58472,I58472,-3.64,-20.23
35290 I58473,I58473,-2.94,-21.62
35291 I58474,I58474,-0.55,-18.51
35292 I58475,I58475,-1.27,-18.65
35293 I58476,I58476,-2.31,-19.16
35294 I58477,I58477,2.95,-16.85
35295 I58478,I58478,3.68,-16.12
35296 I58479,I58479,4.29,-15.15
35297 I58480,I58480,3.18,-13.52
35298 I58481,I58481,5.87,-12.41
35299 I58482,I58482,6.54,-12.14
35300 I58483,I58483,7.56,-10.25
35301 I58484,I58484,7.91,-10.84
35302 I58485,I58485,6.73,-12.47
35303 I58486,I58486,5.14,-12.07
35304 I58487,I58487,4.49,-12.96
35305 I58488,I58488,3.33,-13.2
35306 I58489,I58489,3.02,-13.7
35307 I58490,I58490,3.17,-13.2
35308 I58491,I58491,1.23,-14.85
35309 I58492,I58492,2.98,-13.99
35310 I58493,I58493,2.8,-12.78
35311 I58494,I58494,0.91,-13.7
35312 I58495,I58495,3.69,-12.91
35313 I58496,I58496,2.66,-12.49
35314 I58497,I58497,2.12,-12.32
35315 I58498,I58498,4.17,-12.67
35316 I58499,I58499,4.8,-11.83
35317 I58500,I58500,2.71,-12.67
35318 I58501,I58501,3.76,-13.35
35319 I58502,I58502,3.85,-12.59
35320 I58503,I58503,4.69,-12.42
35321 I58504,I58504,5.83,-11.84
35322 I58505,I58505,5.28,-11.52
35323 I58506,I58506,3.97,-12.35
35324 I58507,I58507,3.64,-12.77
35325 I58508,I58508,5.68,-13.14
35326 I58509,I58509,3.38,-12.79
35327 I58510,I58510,4.8,-11.67
35328 I58511,I58511,4.75,-11.61
35329 I58512,I58512,3.6,-11.45
35330 I58513,I58513,3.81,-12.02
35331 I58514,I58514,3.64,-12.3
35332 I58515,I58515,5.21,-10.08
35333 I58516,I58516,2.24,-10.71
35334 I58517,I58517,5.36,-10.77
35335 I58518,I58518,1.67,-17.38
35336 I58519,I58519,1.87,-14.08
35337 I58520,I58520,-1.6,-16.03
35338 I58521,I58521,-2.29,-16.77
35339 I58522,I58522,-1.5,-13.42
35340 I58523,I58523,-10.71,-14.06
35341 I58524,I58524,-1.59,-13.48
35342 I58525,I58525,-1.42,-13.7
35343 I58526,I58526,0.84,-14.82
35344 I58527,I58527,-1.5,-14.64
35345 I58528,I58528,-2.45,-13.22
35346 I58529,I58529,-5.24,-18.11
35347 I58530,I58530,-3.43,-20.05
35348 I58531,I58531,-0.78,-16.98
35349 I58532,I58532,0.17,-15.17
35350 I58533,I58533,-3.71,-20.86
35351 I58534,I58534,-0.35,-15.73
35352 I58535,I58535,-3.21,-19.91
35353 I58536,I58536,-3.69,-23.66
35354 I58537,I58537,-4.03,-20.15
35355 I58538,I58538,-3.84,-19.79
35356 I58539,I58539,-2.97,-18.71
35357 I58540,I58540,-4.62,-23.49
35358 I58541,I58541,-4.84,-23.96
35359 I58542,I58542,-4.66,-21.41
35360 I58543,I58543,-4.54,-20.06
35361 I58544,I58544,-2.8,-19.29
35362 I58546,I58546,-0.47,-17.23
35363 I58547,I58547,2,-16.58
35364 I58548,I58548,1.92,-16.1
35365 I58549,I58549,-0.66,-18.29
35366 I58550,I58550,1.16,-18.59
35367 I58551,I58551,1.7,-15.2
35368 I58553,I58553,1.11,-16.19
35369 I58560,I58560,-0.18,-23.89
35370 I58561,I58561,-2,-21.64
35371 I58562,I58562,-2.27,-21.4
35372 I58563,I58563,-3.63,-28.69
35373 I58564,I58564,-1.15,-13.54
35374 I58565,I58565,1.96,-11.8
35375 I58566,I58566,1.98,-11.78
35376 I58567,I58567,1.87,-13.45
35377 I58568,I58568,3.24,-16.15
35378 I58569,I58569,3.33,-16.09
35379 I58570,I58570,2.62,-17.39
35380 I58572,I58572,5.9,-12.74
35381 I58573,I58573,3.56,-12.24
35382 I58574,I58574,1.88,-11.31
35383 I58575,I58575,-6.17,-20.17
35384 I58576,I58576,4.87,-14
35385 I58580,I58580,-4.67,-15.81
35386 I58581,I58581,-4.25,-16.98
35387 I58582,I58582,0.08,-11.66
35388 I58583,I58583,1.17,-14.83
35389 I58584,I58584,0.68,-13.97
35390 I58585,I58585,6.13,-12.35
35391 I58586,I58586,10.67,-11.21
35392 I58590,I58590,-6.24,-25.94
35393 I58592,I58592,1.61,-12.12
35394 I58593,I58593,-4,-17.31
35395 I58594,I58594,-0.72,-15.9
35396 I58595,I58595,-1.9,-18.05
35397 I58596,I58596,-11.26,-30.19
35398 I58597,I58597,-4.82,-22.25
35399 I58598,I58598,1.29,-14.88
35400 I58599,I58599,0.06,-18.3
35401 I58600,I58600,0.69,-17.27
35402 I58601,I58601,2.72,-14.74
35403 I58602,I58602,2.47,-14.93
35404 I58603,I58603,2.19,-14.88
35405 I58604,I58604,1.12,-17.25
35406 I58607,I58607,-1.12,-15.36
35407 I58608,I58608,8.85,-14.6
35408 I58609,I58609,-5.92,-16.23
35409 I58610,I58610,-12.2,-20.3
35410 I58611,I58611,-5.98,-20.67
35411 I58612,I58612,-4.91,-18.27
35412 I58613,I58613,-3.41,-19.53
35413 I58614,I58614,-4.11,-13.65
35414 I58615,I58615,19.7,-12.78
35415 I58616,I58616,2.62,-13.31
35416 I58617,I58617,-8.16,-16.87
35417 I58618,I58618,-13.5,-20.9
35418 I58619,I58619,-7.93,-18.18
35419 I58620,I58620,-7.9,-19.31
35420 I58621,I58621,-8.15,-15.56
35421 I58622,I58622,-7.26,-25.07
35422 I58625,I58625,-4.17,-19.51
35423 I58626,I58626,-0.96,-16.67
35424 I58627,I58627,-4.62,-26.47
35425 I58628,I58628,-4.43,-27.42
35426 I58629,I58629,-3.71,-24.29
35427 I58630,I58630,0.01,-18.97
35428 I58631,I58631,5.82,-13.53
35429 I58632,I58632,0.85,-18.19
35430 I58633,I58633,3.57,-15.67
35431 I58634,I58634,1.23,-17.78
35432 I58635,I58635,1.97,-18.11
35433 I58636,I58636,-6.56,-23.84
35434 I58637,I58637,-3.72,-19.93
35435 I58638,I58638,-1.74,-18.71
35436 I58639,I58639,-0.43,-18.01
35437 I58640,I58640,0.14,-17.47
35438 I58641,I58641,-0.39,-18.67
35439 I58642,I58642,-1.97,-19.3
35440 I58643,I58643,-1.57,-19.36
35441 I58644,I58644,-0.58,-18.48
35442 I58645,I58645,3.73,-15.17
35443 I58646,I58646,6.13,-13.12
35444 I58647,I58647,5.87,-11.9
35445 I58648,I58648,5.34,-14.17
35446 I58649,I58649,4.45,-13.04
35447 I58650,I58650,6.67,-13.53
35448 I58651,I58651,4.4,-11.64
35449 I58652,I58652,6.28,-12.08
35450 I58653,I58653,5,-12.11
35451 I58654,I58654,4.55,-13.14
35452 I58655,I58655,2.65,-14.85
35453 I58656,I58656,0.83,-15.41
35454 I58657,I58657,0.15,-14.62
35455 I58658,I58658,3.4,-12.88
35456 I58659,I58659,3.29,-12.99
35457 I58660,I58660,1.53,-12.88
35458 I58661,I58661,2.06,-13.08
35459 I58662,I58662,4.27,-12.33
35460 I58663,I58663,2.6,-12.02
35461 I58664,I58664,3.7,-12.15
35462 I58665,I58665,4.68,-11.27
35463 I58666,I58666,3.28,-12.8
35464 I58667,I58667,2.32,-12.78
35465 I58668,I58668,4.02,-12.38
35466 I58669,I58669,4.67,-12.12
35467 I58670,I58670,5.06,-11.8
35468 I58671,I58671,5.54,-11.55
35469 I58672,I58672,4.45,-11.89
35470 I58673,I58673,4.15,-12.18
35471 I58674,I58674,5.44,-11.83
35472 I58675,I58675,2.96,-12.24
35473 I58676,I58676,4.61,-12.02
35474 I58677,I58677,4.39,-11.68
35475 I58678,I58678,4.85,-11.55
35476 I58679,I58679,3.96,-11.94
35477 I58680,I58680,3.11,-12.06
35478 I58681,I58681,6.8,-9.79
35479 I58682,I58682,5.52,-11.43
35480 I58683,I58683,5.23,-11.36
35481 I58684,I58684,4.02,-12.43
35482 I58685,I58685,-2.2,-14.58
35483 I58686,I58686,-8.26,-12.06
35484 I58687,I58687,-7.57,-11.3
35485 I58688,I58688,-8.76,-10.76
35486 I58689,I58689,-1.33,-12.88
35487 I58690,I58690,1.28,-13.69
35488 I58691,I58691,2.69,-12.07
35489 I58692,I58692,-0.72,-18.47
35490 I58693,I58693,-2.77,-20.72
35491 I58694,I58694,-2.75,-14.18
35492 I58695,I58695,-2.7,-13.15
35493 I58696,I58696,-2.98,-13.41
35494 I58697,I58697,0.73,-15.07
35495 I58698,I58698,-9.05,-12.42
35496 I58699,I58699,-4.23,-19.56
35497 I58700,I58700,0.05,-15.16
35498 I58701,I58701,-3.24,-21.03
35499 I58702,I58702,-3.73,-20.39
35500 I58703,I58703,-4.65,-21.38
35501 I58704,I58704,-2.34,-18.07
35502 I58705,I58705,-3.59,-20.01
35503 I58706,I58706,-4.66,-23.7
35504 I58707,I58707,-5.51,-25.21
35505 I58708,I58708,-4.09,-20.38
35506 I58709,I58709,-3.05,-21.1
35507 I58710,I58710,-2.73,-19.4
35508 I58711,I58711,-0.72,-17.75
35509 I58712,I58712,3.31,-15.44
35510 I58713,I58713,1.89,-16.63
35511 I58714,I58714,-0.2,-17.66
35512 I58715,I58715,-0.11,-17.53
35513 I58716,I58716,-1.09,-18.96
35514 I58717,I58717,2.45,-17.1
35515 I58718,I58718,-2.64,-19.54
35516 I58719,I58719,-2.26,-19.61
35517 I58721,I58721,0.27,-18.55
35518 I58731,I58731,-2.04,-23
35519 I58732,I58732,-1.27,-22.14
35520 I58733,I58733,-3.53,-24.79
35521 I58734,I58734,-3.15,-25.06
35522 I58735,I58735,3.18,-11.74
35523 I58736,I58736,2.03,-11.75
35524 I58737,I58737,0.09,-18.6
35525 I58738,I58738,4.07,-13.3
35526 I58739,I58739,3.14,-16.12
35527 I58740,I58740,3.45,-16.42
35528 I58741,I58741,-0.83,-13.68
35529 I58742,I58742,6.35,-13.11
35530 I58743,I58743,5.5,-12.67
35531 I58745,I58745,7.16,-14.01
35532 I58747,I58747,5.69,-13.76
35533 I58750,I58750,-5.21,-23.83
35534 I58751,I58751,-1.88,-17.96
35535 I58752,I58752,-5.32,-15.01
35536 I58753,I58753,-3.4,-20.07
35537 I58754,I58754,-3.21,-18.32
35538 I58755,I58755,-1.76,-14.58
35539 I58756,I58756,3.75,-15.49
35540 I58757,I58757,11.28,-7.98
35541 I58758,I58758,11.56,-8.64
35542 I58761,I58761,-2.85,-14.56
35543 I58762,I58762,-2.72,-18.04
35544 I58763,I58763,-1.32,-17.94
35545 I58764,I58764,-1.06,-21.39
35546 I58765,I58765,-5.07,-24.77
35547 I58766,I58766,-3.19,-19.74
35548 I58767,I58767,-0.13,-18.33
35549 I58768,I58768,-1.99,-19.17
35550 I58769,I58769,0.55,-16.78
35551 I58770,I58770,3.18,-14.7
35552 I58771,I58771,2.59,-15.01
35553 I58772,I58772,2.2,-15.03
35554 I58773,I58773,-3.57,-20.69
35555 I58775,I58775,-4.27,-20.15
35556 I58776,I58776,-4.95,-14.78
35557 I58777,I58777,-0.86,-18.78
35558 I58778,I58778,-6.7,-17.81
35559 I58779,I58779,-6.31,-18.12
35560 I58780,I58780,-14.32,-33.79
35561 I58781,I58781,-5.53,-16.66
35562 I58782,I58782,-6.63,-22.56
35563 I58783,I58783,-4.2,-21.44
35564 I58784,I58784,19.09,-14.6
35565 I58785,I58785,-4.65,-19.11
35566 I58786,I58786,-3.71,-16.24
35567 I58787,I58787,-3.77,-13.13
35568 I58788,I58788,12.36,-27.06
35569 I58790,I58790,-7.27,-14.94
35570 I58791,I58791,-6.98,-16.84
35571 I58792,I58792,-5.49,-19.48
35572 I58793,I58793,-9.08,-24.65
35573 I58794,I58794,-11.98,-29.97
35574 I58795,I58795,-5.46,-21.1
35575 I58796,I58796,0.25,-15.67
35576 I58797,I58797,-2.55,-18.83
35577 I58798,I58798,-1.53,-22.07
35578 I58799,I58799,1.65,-18.43
35579 I58800,I58800,6.43,-12.31
35580 I58801,I58801,5.25,-14.62
35581 I58802,I58802,3.18,-17.48
35582 I58803,I58803,3.56,-15.72
35583 I58804,I58804,5.31,-14.48
35584 I58805,I58805,-0.79,-20
35585 I58806,I58806,-3.6,-21.47
35586 I58807,I58807,-0.97,-17.29
35587 I58808,I58808,-6.09,-24
35588 I58809,I58809,-1.81,-19.64
35589 I58810,I58810,4.29,-13.92
35590 I58811,I58811,4.07,-14.95
35591 I58812,I58812,4.17,-15.33
35592 I58813,I58813,-2.65,-19.98
35593 I58814,I58814,-1.45,-19.25
35594 I58815,I58815,-1.05,-18.98
35595 I58816,I58816,0.81,-18.43
35596 I58817,I58817,5.9,-12.5
35597 I58818,I58818,3.89,-14.67
35598 I58819,I58819,4.74,-12.68
35599 I58820,I58820,5.32,-12.49
35600 I58821,I58821,4.39,-11.72
35601 I58822,I58822,4.36,-11.94
35602 I58823,I58823,6.24,-12.16
35603 I58824,I58824,4.87,-12.23
35604 I58825,I58825,3.37,-12.72
35605 I58826,I58826,3.53,-14.21
35606 I58827,I58827,2.73,-14.2
35607 I58828,I58828,0.35,-15.05
35608 I58829,I58829,0.11,-15.11
35609 I58830,I58830,2.5,-13.7
35610 I58831,I58831,2.61,-12.26
35611 I58832,I58832,4.14,-12.68
35612 I58833,I58833,3.4,-12.59
35613 I58834,I58834,4.69,-11.51
35614 I58835,I58835,5.9,-11.34
35615 I58836,I58836,4.53,-12.72
35616 I58837,I58837,3.67,-12.93
35617 I58838,I58838,4.23,-12.48
35618 I58839,I58839,5.06,-12.72
35619 I58840,I58840,5.07,-11.72
35620 I58841,I58841,3.99,-11.97
35621 I58842,I58842,6.19,-11.63
35622 I58843,I58843,5.83,-11.8
35623 I58844,I58844,4.65,-11.34
35624 I58845,I58845,6.18,-11.63
35625 I58846,I58846,4.22,-11.12
35626 I58847,I58847,5.35,-11.36
35627 I58848,I58848,4.73,-11.77
35628 I58849,I58849,4.34,-12.27
35629 I58850,I58850,3.56,-12.02
35630 I58851,I58851,6.98,-9.35
35631 I58852,I58852,6.53,-10.43
35632 I58853,I58853,5.3,-11.49
35633 I58854,I58854,1.22,-14.43
35634 I58855,I58855,-6.21,-11.34
35635 I58856,I58856,-7.95,-11
35636 I58857,I58857,-7.81,-10.92
35637 I58858,I58858,-6.25,-11.45
35638 I58859,I58859,0.6,-13.75
35639 I58860,I58860,0.44,-14.88
35640 I58861,I58861,-0.05,-15.89
35641 I58862,I58862,-2.82,-21.68
35642 I58863,I58863,-0.61,-15.99
35643 I58864,I58864,0.63,-14.3
35644 I58865,I58865,1.11,-14.55
35645 I58866,I58866,0.73,-15.11
35646 I58867,I58867,-9.93,-11.78
35647 I58868,I58868,-6.43,-11.79
35648 I58869,I58869,-3.75,-15.49
35649 I58870,I58870,0.3,-16.56
35650 I58871,I58871,-5.77,-24.19
35651 I58872,I58872,-3.69,-19.67
35652 I58873,I58873,-5.55,-21.75
35653 I58874,I58874,-5.34,-22
35654 I58875,I58875,-4.81,-21.4
35655 I58876,I58876,-5.07,-22.11
35656 I58877,I58877,-4.82,-24.6
35657 I58878,I58878,-4.37,-22.3
35658 I58879,I58879,-5.54,-22.39
35659 I58880,I58880,2.13,-16.77
35660 I58881,I58881,2.17,-13.53
35661 I58882,I58882,3,-15.89
35662 I58883,I58883,3.13,-15.56
35663 I58884,I58884,0.1,-17.35
35664 I58885,I58885,3.62,-15.35
35665 I58886,I58886,1.08,-15.36
35666 I58887,I58887,2.56,-17.18
35667 I58888,I58888,1.34,-16.4
35668 I58889,I58889,0.81,-16.5
35669 I58890,I58890,0.91,-16.84
35670 I58891,I58891,1.13,-16.67
35671 I58892,I58892,2.35,-16.44
35672 I58906,I58906,-2.36,-19.11
35673 I58907,I58907,-3.89,-17.84
35674 I58908,I58908,7.33,-12.81
35675 I58909,I58909,0.58,-18.4
35676 I58910,I58910,-4.01,-23.73
35677 I58911,I58911,-0.92,-17.23
35678 I58912,I58912,-3.18,-24.7
35679 I58913,I58913,3.06,-17.1
35680 I58914,I58914,2.86,-17.2
35681 I58915,I58915,4.06,-12.22
35682 I58916,I58916,3.48,-13.36
35683 I58918,I58918,2.79,-12.29
35684 I58919,I58919,3.57,-12.25
35685 I58920,I58920,-5.32,-23.92
35686 I58921,I58921,-1.01,-26.67
35687 I58922,I58922,-1.17,-27.21
35688 I58923,I58923,-4.55,-22.5
35689 I58924,I58924,-5.82,-19.63
35690 I58925,I58925,-4.71,-17.86
35691 I58926,I58926,2.3,-16.03
35692 I58927,I58927,-3.55,-20.32
35693 I58928,I58928,0.7,-12.58
35694 I58930,I58930,10.26,-9.86
35695 I58933,I58933,-2.92,-17.07
35696 I58934,I58934,-8.4,-25.25
35697 I58935,I58935,-4.01,-22.31
35698 I58936,I58936,-1.48,-17.27
35699 I58937,I58937,-3.64,-19.7
35700 I58938,I58938,-3.25,-19.03
35701 I58939,I58939,-4.77,-22.49
35702 I58941,I58941,0.51,-16.79
35703 I58942,I58942,1.61,-15.19
35704 I58943,I58943,1.46,-16.79
35705 I58944,I58944,2.43,-15.14
35706 I58945,I58945,2.31,-15.33
35707 I58946,I58946,-5.21,-14.89
35708 I58947,I58947,-4.72,-15.63
35709 I58948,I58948,-4.67,-14.55
35710 I58949,I58949,-5.42,-15.36
35711 I58950,I58950,-2.42,-28.59
35712 I58951,I58951,-6.4,-20.84
35713 I58952,I58952,-5.42,-16.82
35714 I58953,I58953,-11.84,-22.97
35715 I58954,I58954,-5.58,-17.81
35716 I58955,I58955,-2.42,-22.37
35717 I58956,I58956,-2.09,-21.49
35718 I58957,I58957,-2.48,-22.16
35719 I58958,I58958,-2.08,-17.23
35720 I58959,I58959,-5.45,-17.62
35721 I58960,I58960,-0.69,-16.61
35722 I58962,I58962,-10.23,-34
35723 I58963,I58963,-6.8,-29.69
35724 I58964,I58964,-5.5,-19.49
35725 I58965,I58965,-9.89,-23.19
35726 I58966,I58966,-8.5,-23.55
35727 I58967,I58967,-8.8,-21.85
35728 I58968,I58968,11.94,-18.24
35729 I58969,I58969,-5.77,-26.41
35730 I58970,I58970,3.94,-14.24
35731 I58971,I58971,5.4,-13.33
35732 I58972,I58972,2.81,-16.04
35733 I58973,I58973,3.86,-15.29
35734 I58974,I58974,4.87,-15.7
35735 I58975,I58975,5.97,-13.38
35736 I58976,I58976,5.21,-13.86
35737 I58977,I58977,-2.58,-23.08
35738 I58978,I58978,-1.74,-17.72
35739 I58979,I58979,0.14,-15.83
35740 I58981,I58981,-3.34,-19.99
35741 I58982,I58982,-0.3,-19.7
35742 I58983,I58983,4.12,-14.53
35743 I58984,I58984,1.07,-17.02
35744 I58985,I58985,1.98,-16.34
35745 I58986,I58986,-0.2,-18.77
35746 I58987,I58987,-1.13,-19.55
35747 I58988,I58988,-1.6,-17.42
35748 I58989,I58989,3.73,-13.49
35749 I58990,I58990,5.35,-14.74
35750 I58991,I58991,4,-12.97
35751 I58992,I58992,7.3,-11.34
35752 I58993,I58993,4.38,-15.15
35753 I58994,I58994,7.56,-12.13
35754 I58995,I58995,5.42,-12.06
35755 I58996,I58996,4.73,-12.55
35756 I58997,I58997,5.82,-13.21
35757 I58998,I58998,2.16,-14.31
35758 I58999,I58999,3.06,-14.32
35759 I59000,I59000,3.07,-14.65
35760 I59001,I59001,0.58,-14.72
35761 I59002,I59002,1.72,-14.1
35762 I59003,I59003,4.4,-12.6
35763 I59004,I59004,4.32,-12.09
35764 I59005,I59005,5.22,-10.79
35765 I59006,I59006,7.25,-10.37
35766 I59007,I59007,5.78,-10.75
35767 I59008,I59008,3.56,-12.46
35768 I59009,I59009,5.28,-13.18
35769 I59010,I59010,2.88,-13.46
35770 I59011,I59011,2.76,-13.55
35771 I59012,I59012,3.57,-13.23
35772 I59013,I59013,5.34,-11.52
35773 I59014,I59014,5.33,-11.74
35774 I59015,I59015,5.54,-11.53
35775 I59016,I59016,5.37,-11.58
35776 I59017,I59017,5.1,-11.82
35777 I59018,I59018,5.92,-11.25
35778 I59019,I59019,7.92,-11.16
35779 I59020,I59020,4.11,-10.91
35780 I59021,I59021,5.12,-10.58
35781 I59022,I59022,4.83,-10.95
35782 I59023,I59023,4.48,-10.29
35783 I59024,I59024,2.69,-10.26
35784 I59025,I59025,8.48,-11.22
35785 I59026,I59026,2.33,-12.05
35786 I59027,I59027,-1.23,-15.93
35787 I59028,I59028,-6.2,-11.56
35788 I59029,I59029,-0.58,-13.19
35789 I59030,I59030,-1.61,-13.18
35790 I59031,I59031,-6.54,-10.25
35791 I59032,I59032,-1.7,-12.71
35792 I59033,I59033,-1.03,-12.85
35793 I59034,I59034,-0.12,-15.33
35794 I59035,I59035,0.83,-13.61
35795 I59036,I59036,0.14,-14.2
35796 I59037,I59037,1.24,-13.57
35797 I59038,I59038,0.82,-13.9
35798 I59039,I59039,-10.01,-11.49
35799 I59040,I59040,-9.69,-11.17
35800 I59041,I59041,0.06,-15.92
35801 I59042,I59042,-3.76,-20.47
35802 I59043,I59043,-4.68,-21.61
35803 I59044,I59044,-3.49,-17.93
35804 I59045,I59045,-6.53,-22.54
35805 I59046,I59046,-2.61,-18.62
35806 I59047,I59047,-5.1,-21.69
35807 I59048,I59048,-4.45,-20.44
35808 I59049,I59049,-5.14,-21.93
35809 I59050,I59050,-4.46,-20.73
35810 I59051,I59051,-5.09,-22.91
35811 I59052,I59052,-2.46,-19
35812 I59053,I59053,2.21,-12.51
35813 I59054,I59054,2.97,-15.12
35814 I59055,I59055,2.08,-15.82
35815 I59056,I59056,-0.5,-17.54
35816 I59057,I59057,2.64,-15.61
35817 I59058,I59058,1.37,-15.77
35818 I59059,I59059,0.05,-17.37
35819 I59060,I59060,3.92,-9.66
35820 I59061,I59061,1.68,-15.84
35821 I59062,I59062,2.54,-17.26
35822 I59065,I59065,-2.8,-18.42
35823 I59066,I59066,-0.11,-17.74
35824 I59067,I59067,-0.6,-18.64
35825 I59068,I59068,2.52,-15.99
35826 I59078,I59078,-2.69,-18.18
35827 I59079,I59079,-2.03,-25.47
35828 I59080,I59080,0.64,-18.53
35829 I59081,I59081,-1.13,-14.55
35830 I59082,I59082,-4.17,-16.87
35831 I59083,I59083,-4.69,-16.2
35832 I59084,I59084,-3.1,-26.66
35833 I59085,I59085,-4.22,-17.16
35834 I59086,I59086,-3.02,-25.79
35835 I59087,I59087,1.93,-18.06
35836 I59088,I59088,3.71,-16.3
35837 I59089,I59089,2.78,-15.44
35838 I59090,I59090,0.16,-10.68
35839 I59091,I59091,1.93,-12.97
35840 I59092,I59092,-1.28,-20.44
35841 I59096,I59096,0.16,-18.91
35842 I59097,I59097,1.43,-16.26
35843 I59098,I59098,-1.14,-20.53
35844 I59099,I59099,-1.39,-17.64
35845 I59100,I59100,-1.06,-17.58
35846 I59101,I59101,2.78,-13.55
35847 I59102,I59102,10.55,-9.02
35848 I59110,I59110,-4.16,-14.41
35849 I59111,I59111,-1.65,-17.91
35850 I59112,I59112,-4.74,-19.36
35851 I59113,I59113,-4.58,-20.29
35852 I59114,I59114,-5.03,-23.01
35853 I59115,I59115,-5.47,-20.27
35854 I59116,I59116,-3.94,-18.77
35855 I59117,I59117,2.45,-14.81
35856 I59118,I59118,2.68,-15.35
35857 I59119,I59119,0.88,-16.16
35858 I59120,I59120,0.33,-17.15
35859 I59121,I59121,-3.58,-22.05
35860 I59122,I59122,-3.29,-21.66
35861 I59123,I59123,-4.27,-26.65
35862 I59124,I59124,-4.49,-26.26
35863 I59125,I59125,-4.23,-28.12
35864 I59126,I59126,-4.7,-18.48
35865 I59127,I59127,-3.92,-26.49
35866 I59128,I59128,-10.82,-20.82
35867 I59129,I59129,-4.27,-15.02
35868 I59130,I59130,-4.4,-15.65
35869 I59131,I59131,-11.85,-21.47
35870 I59132,I59132,0.56,-11.03
35871 I59133,I59133,-1.33,-18.54
35872 I59134,I59134,-2.28,-22.12
35873 I59135,I59135,-2.33,-16.71
35874 I59136,I59136,-3.54,-15.87
35875 I59137,I59137,-1.13,-16.47
35876 I59138,I59138,-8.04,-18.89
35877 I59141,I59141,-5.73,-18.9
35878 I59142,I59142,-10.27,-27.93
35879 I59143,I59143,-8.57,-24.9
35880 I59146,I59146,3.67,-14.71
35881 I59147,I59147,2.83,-15.47
35882 I59148,I59148,2.7,-16.64
35883 I59149,I59149,4.58,-15.35
35884 I59150,I59150,6.11,-13.64
35885 I59151,I59151,4.92,-14.52
35886 I59152,I59152,4.34,-14.62
35887 I59153,I59153,1.69,-15.55
35888 I59154,I59154,-7.93,-25.4
35889 I59155,I59155,-8.33,-24.87
35890 I59156,I59156,-12.58,-29.32
35891 I59157,I59157,-6.25,-19.73
35892 I59158,I59158,-3.12,-17.02
35893 I59159,I59159,3.99,-14.3
35894 I59160,I59160,4.6,-13.85
35895 I59161,I59161,-1.65,-21.34
35896 I59162,I59162,3.12,-16.4
35897 I59163,I59163,3.91,-14.85
35898 I59164,I59164,2.72,-14.09
35899 I59165,I59165,3.27,-13.74
35900 I59166,I59166,4.54,-13.36
35901 I59167,I59167,3.7,-13.11
35902 I59168,I59168,7.04,-11.35
35903 I59169,I59169,0.32,-16.56
35904 I59170,I59170,4.49,-12.62
35905 I59171,I59171,4.32,-13.34
35906 I59172,I59172,4.55,-12.89
35907 I59173,I59173,3.8,-13.21
35908 I59174,I59174,4.83,-15.03
35909 I59175,I59175,5.06,-11.76
35910 I59176,I59176,3.46,-12.86
35911 I59177,I59177,0.94,-14.53
35912 I59178,I59178,2.14,-12.98
35913 I59179,I59179,5.27,-11.27
35914 I59180,I59180,7.28,-10.87
35915 I59181,I59181,4.98,-10.54
35916 I59182,I59182,7.81,-10.31
35917 I59183,I59183,5.79,-11
